question,intent,answer,source_dataset
Did Ibrahim Kassum score from the penalty spot against Guinea?,penalty_status,No,goalscorers
What day was the match between Hong Kong and Taiwan?,match_date,1959-08-22,results
Who won the match between Jamaica and Canada?,match_winner,Jamaica,results
When did Alejandro Scopelli score against Paraguay?,goal_minute,54,goalscorers
On what date did Germany play Poland?,match_date,1933-12-03,results
What was the away team's score in China versus England?,away_team_score,3,results
Did the match between Cyprus and France end in a draw or did someone win?,match_winner,France,results
Which team won between German DR and Iraq?,match_winner,German DR,results
Did Karl-Erik Palmér score a penalty in the match against Spain?,penalty_status,No,goalscorers
Was Faisal Al-Dakhil's goal against Australia scored into their own net?,own_goal_status,No,goalscorers
What was the score between Saint Kitts and Nevis and Antigua and Barbuda on 2010-08-28?,match_score,Saint Kitts and Nevis 1 - 1 Antigua and Barbuda,results
Was the goal involving Patrick M'Boma on 1997-04-27 an own goal?,own_goal_status,No,goalscorers
Which player got the goal for Spain against North Macedonia?,scorer,Vitolo,goalscorers
Which tournament featured Denmark versus Finland?,tournament,Friendly,results
Did Japan or Mexico win the match?,match_winner,Mexico,results
Who won the penalty shootout between Rwanda and Ethiopia?,shootout_winner,Ethiopia,shootouts
Was the venue neutral for the match between Tunisia and Ivory Coast?,neutral_status,Yes,results
What competition was the match between Iceland and Luxembourg played in?,tournament,Friendly,results
What was the result of New Caledonia against Vanuatu?,match_score,New Caledonia 5 - 3 Vanuatu,results
Did the match between Spain and Cape Verde end in a draw or did someone win?,match_winner,Draw,results
How many goals did the home team Italy score while hosting Hungary?,home_team_score,3,results
Who was the first shooter in the penalty shootout between Serbia and Scotland?,first_shooter,Scotland,shootouts
Which team took the first penalty between Germany and Italy?,first_shooter,Italy,shootouts
Did Evaristo de Macedo's goal in Brazil versus Ecuador count as an own goal?,own_goal_status,No,goalscorers
What city and country hosted Sri Lanka versus Cambodia?,match_location,"Colombo, Sri Lanka",results
Did Ramy Rabia's goal for Egypt come from a penalty kick?,penalty_status,No,goalscorers
At what point in the match did Roy Chipolina score against Gibraltar?,goal_minute,10,goalscorers
What was the goal minute for Georgi Kinkladze against Bulgaria on 1995-10-11?,goal_minute,47,goalscorers
What was the home team's score when Bahrain played Kuwait on 1972-03-18?,home_team_score,0,results
Which side took the opening penalty between Guadeloupe and Tahiti?,first_shooter,Unknown,shootouts
Who won the penalty shootout between Brazil and Chile on 2014-06-28?,shootout_winner,Brazil,shootouts
Which team won the shootout between Seychelles and Mauritius?,shootout_winner,Seychelles,shootouts
What was the date of Iceland versus Ukraine?,match_date,1999-09-08,results
How did the match between Grenada and Norway end?,match_score,Grenada 1 - 2 Norway,results
When was the Friendly match between Republic of Ireland and Poland held?,match_date,1964-10-25,results
Did Carlos Salcido's goal in Mexico versus Costa Rica count as an own goal?,own_goal_status,No,goalscorers
Who came out on top between Trinidad and Tobago and United States?,match_winner,United States,results
Who kicked first when Chad played Gabon in a penalty shootout?,first_shooter,Unknown,shootouts
Who scored for Argentina in the match against Venezuela on 1985-05-26?,scorer,Daniel Passarella,goalscorers
In which city and country did South Korea play Thailand?,match_location,"Kuala Lumpur, Malaysia",results
Did either Ethiopia or South Sudan have home advantage?,neutral_status,Yes,results
Which player got the goal for Russia against Slovakia?,scorer,Alan Dzagoev,goalscorers
Which team took the first kick between Egypt and South Korea on 1998-01-31?,first_shooter,Unknown,shootouts
Which tournament featured Galicia versus Iran?,tournament,Friendly,results
How did the match between Guatemala and Nicaragua end?,match_score,Guatemala 3 - 1 Nicaragua,results
How many goals were scored by the home team Tanzania against Zanzibar?,home_team_score,1,results
What was the final result when Pakistan played Bhutan?,match_score,Pakistan 3 - 0 Bhutan,results
Was the goal involving Garry Rodrigues on 2017-09-05 an own goal?,own_goal_status,No,goalscorers
Who won the shootout when Brazil played Argentina?,shootout_winner,Argentina,shootouts
Which team was victorious in the penalty shootout between China and Iran?,shootout_winner,Iran,shootouts
When was Stan Pearson's goal scored in the match against Northern Ireland?,goal_minute,68,goalscorers
Was Qu Bo's goal for China marked as an own goal?,own_goal_status,No,goalscorers
How many goals did the home team Libya score against Senegal?,home_team_score,2,results
Did the match between South Korea and Cameroon end in a draw or did someone win?,match_winner,South Korea,results
What was the score between Kenya and Zambia?,match_score,Kenya 0 - 2 Zambia,results
Who was on the scoresheet for Sweden against Spain?,scorer,Stig Sundqvist,goalscorers
Who took the first penalty in the shootout between Cyprus and Switzerland?,first_shooter,Unknown,shootouts
Which side won the penalty shootout between Nigeria and South Africa?,shootout_winner,Nigeria,shootouts
Was Essau Kanyenda's goal for Malawi against Ethiopia a penalty?,penalty_status,No,goalscorers
What was the away team Uruguay's score against Argentina?,away_team_score,0,results
Did Gibraltar or Jersey win the match?,match_winner,Gibraltar,results
Who was on the scoresheet for Japan against Germany?,scorer,Ritsu Dōan,goalscorers
Who won the match between Germany and Greece?,match_winner,Germany,results
How many goals did the home team Greece score against Hungary?,home_team_score,0,results
What was the final score between Sweden and Cyprus?,match_score,Sweden 5 - 0 Cyprus,results
Which side took the opening penalty between Morocco and France?,first_shooter,Morocco,shootouts
Did either Mexico or Trinidad and Tobago have home advantage?,neutral_status,Yes,results
Which team won the shootout between Uruguay and Brazil?,shootout_winner,Brazil,shootouts
How many goals did the home team Comoros score against Tunisia?,home_team_score,1,results
Where was the Copa Premio Honor Uruguayo match between Uruguay and Argentina held?,match_location,"Montevideo, Uruguay",results
Who scored for Croatia against Andorra?,scorer,Ivica Olić,goalscorers
Was César Obando's goal against Canada scored into their own net?,own_goal_status,No,goalscorers
Which side won the penalty shootout between Egypt and Nigeria?,shootout_winner,Nigeria,shootouts
Which team took the first penalty between Mexico and Germany?,first_shooter,Germany,shootouts
Who emerged as the winner in Croatia vs Romania?,match_winner,Croatia,results
Was the venue neutral for the match between Scotland and Lithuania?,neutral_status,No,results
At what minute did Raúl Morales find the net against Paraguay?,goal_minute,30,goalscorers
What was the home team's goal total against Iceland?,home_team_score,0,results
When did Congo face Senegal?,match_date,2021-03-26,results
Who won the FIFA World Cup qualification match between Wales and Poland?,match_winner,Poland,results
How many goals were scored by the away team Chile against South Korea?,away_team_score,1,results
Who was the goalscorer for Dominica versus Jamaica?,scorer,Javid George,goalscorers
What day was the match between Malaysia and South Korea?,match_date,1960-08-14,results
Who scored for Japan in the match against Australia on 2001-06-07?,scorer,Hidetoshi Nakata,goalscorers
What score did the away team Congo record against Togo?,away_team_score,0,results
What city and country hosted Jamaica versus Barbados?,match_location,"Kingston, Jamaica",results
Who won the penalty shootout between Senegal and Mali?,shootout_winner,Senegal,shootouts
Did Deon Burton's goal for Jamaica come from a penalty kick?,penalty_status,No,goalscorers
Who kicked first when Argentina played France in a penalty shootout?,first_shooter,France,shootouts
Did Togo and Congo play on neutral ground?,neutral_status,No,results
Was Guadeloupe versus Martinique held at a neutral location?,neutral_status,No,results
Was the match between France and Germany played at a neutral venue?,neutral_status,No,results
Which tournament featured Libya versus Belarus?,tournament,Friendly,results
How many times did the home team Paraguay score against Brazil?,home_team_score,1,results
Was Mehdi Mahdavikia's goal for Iran marked as an own goal?,own_goal_status,No,goalscorers
On what date did Belgium play Germany?,match_date,1972-06-14,results
What was the away team Burkina Faso's score against Togo?,away_team_score,0,results
Who took the first penalty in the shootout between Bangladesh and Maldives?,first_shooter,Unknown,shootouts
Which team was victorious in the penalty shootout between DR Congo and Senegal?,shootout_winner,DR Congo,shootouts
Which location hosted the match between Madagascar and Malawi?,match_location,"Antananarivo, Madagascar",results
Which side won the penalty shootout between United Koreans in Japan and Iraqi Kurdistan?,shootout_winner,United Koreans in Japan,shootouts
What was the competition for Slovenia against Cyprus on 2003-04-02?,tournament,UEFA Euro qualification,results
What minute was Carlos Borges's goal for Uruguay?,goal_minute,47,goalscorers
Was Roberto Ayala's goal for Brazil against Argentina a penalty?,penalty_status,No,goalscorers
How many goals did the home team Trinidad and Tobago score while hosting Guyana?,home_team_score,0,results
