question,intent,answer,source_dataset
Did Fyodor Cherenkov's goal in Russia versus Republic of Ireland count as an own goal?,own_goal_status,No,goalscorers
Did Moses Chavula register an own goal in the match against Djibouti?,own_goal_status,No,goalscorers
What was the home team's goal total against Zambia?,home_team_score,2,results
Who scored for Canada against Martinique?,scorer,Jonathan Osorio,goalscorers
In what city was Pakistan against Sri Lanka played?,match_location,"Islamabad, Pakistan",results
How many goals did both teams score in total?,total_goals,5,results
Who won the match between El Salvador and Haiti?,match_winner,Draw,results
Which location hosted the match between Zambia and Saudi Arabia?,match_location,"Harare, Zimbabwe",results
Was the venue neutral for the match between Iraq and Algeria?,neutral_status,No,results
What was the away team Argentina's score against Japan?,away_team_score,2,results
What date did Malaysia and Laos play each other?,match_date,2022-12-24,results
Was Jean Nako Naprapol's goal for Vanuatu against Samoa an own goal?,own_goal_status,No,goalscorers
Which player scored for Spain in the 2019-06-07 match against Faroe Islands?,scorer,José Luis Gayà,goalscorers
Who came out on top between Thailand and Brunei?,match_winner,Thailand,results
Which tournament featured Saint Lucia versus Barbados?,tournament,CFU Caribbean Cup qualification,results
Which team was victorious in the penalty shootout between Chile and Croatia?,shootout_winner,Chile,shootouts
How many total goals were scored between Italy and Portugal?,total_goals,0,results
Was Mahmoud Yaseen Al-Soufi's goal in Qatar versus Jordan a spot kick?,penalty_status,No,goalscorers
Which side took the opening penalty between Namibia and Comoros?,first_shooter,Comoros,shootouts
Was Chile versus Panama held at a neutral location?,neutral_status,No,results
What city and country hosted Martinique versus Dominica?,match_location,"Port of Spain, Trinidad and Tobago",results
Which team kicked first in the shootout between Morocco and Croatia?,first_shooter,Unknown,shootouts
Was the goal by Claudiu Keșerü recorded as an own goal?,own_goal_status,No,goalscorers
Which team won the shootout between Croatia and Spain?,shootout_winner,Spain,shootouts
Was the match between El Salvador and Montserrat played at a neutral venue?,neutral_status,No,results
How many goals did the away team Curaçao score in this match?,away_team_score,2,results
When did Malta face Northern Ireland?,match_date,2000-03-28,results
What date did Belgium and Wales play each other?,match_date,1949-05-22,results
Was the goal by Marlon Felter against Suriname scored from a penalty?,penalty_status,No,goalscorers
How many goals did the home team Costa Rica score while hosting Belize?,home_team_score,4,results
How many goals were recorded in United Arab Emirates vs Turkmenistan?,total_goals,2,results
Which player scored for Paraguay against Brazil?,scorer,Atilio López,goalscorers
Which side took the opening penalty between Benin and Niger?,first_shooter,Unknown,shootouts
Was the Merdeka Tournament match between Indonesia and Thailand neutral?,neutral_status,Yes,results
Was the goal scored by Fernando Gomes for Portugal a penalty?,penalty_status,No,goalscorers
Which side won the penalty shootout between Singapore and Vietnam Republic?,shootout_winner,Vietnam Republic,shootouts
When did the match between Indonesia and South Korea take place?,match_date,1967-08-11,results
Where did Belgium face France?,match_location,"Brussels, Belgium",results
When was the Muratti Vase match between Alderney and Guernsey held?,match_date,2003-03-22,results
Which tournament was the match between Seychelles and Mauritius part of?,tournament,African Cup of Nations qualification,results
What was the final score when Zanzibar played Eritrea?,match_score,Zanzibar 0 - 0 Eritrea,results
How many goals did the away team Austria score in the UEFA Euro qualification match against Kazakhstan?,away_team_score,0,results
Who found the net for Honduras against Saint Vincent and the Grenadines?,scorer,Luis Santamaría,goalscorers
What day was the match between Czechoslovakia and Hungary?,match_date,1906-10-07,results
Who was victorious in the match between Malawi and Botswana?,match_winner,Draw,results
Where was the match between United States and Uruguay played?,match_location,"Tampa, United States",results
How many goals were recorded in United Arab Emirates vs Czech Republic?,total_goals,0,results
Who emerged as the winner in Azerbaijan vs Lithuania?,match_winner,Draw,results
Where was the AFF Championship match between Myanmar and Philippines held?,match_location,"Bishan, Singapore",results
Did Helmut Rahn register an own goal in the match against Yugoslavia?,own_goal_status,No,goalscorers
Was the goal by Shawal Anuar recorded as an own goal?,own_goal_status,No,goalscorers
Who took the first penalty in the shootout between Ellan Vannin and Felvidék?,first_shooter,Unknown,shootouts
Who won the shootout involving South Korea and Saudi Arabia?,shootout_winner,Saudi Arabia,shootouts
What was the away score when Thailand played North Korea?,away_team_score,1,results
How many goals were scored by the away team Malta against Tunisia?,away_team_score,0,results
Who emerged as the winner in Colombia vs Paraguay?,match_winner,Paraguay,results
Can you tell me the score between Madagascar and Mauritius?,match_score,Madagascar 0 - 2 Mauritius,results
Which tournament was the match between Iran and North Korea part of?,tournament,FIFA World Cup qualification,results
How many goals did the home team Israel score against Austria?,home_team_score,1,results
What competition did Austria and Montenegro play in?,tournament,UEFA Euro qualification,results
What score did the away team Uganda record against Tunisia?,away_team_score,1,results
Was Guinea against Senegal played away from both teams' home grounds?,neutral_status,No,results
In what city was Malawi against Zimbabwe played?,match_location,"Port Elizabeth, South Africa",results
What score did the away team Greece record against Albania?,away_team_score,0,results
Who was the goalscorer for Czechoslovakia versus Republic of Ireland?,scorer,Adolf Scherer,goalscorers
Which team kicked first in the shootout between Kenya and Malawi?,first_shooter,Unknown,shootouts
Which team was victorious in the penalty shootout between South Africa and Zambia?,shootout_winner,South Africa,shootouts
Which location hosted the match between Bolivia and Venezuela?,match_location,"Montevideo, Uruguay",results
Who was the winner of the penalty shootout between Saudi Arabia and Iran?,shootout_winner,Saudi Arabia,shootouts
Did the match between Burkina Faso and Mauritania end in a draw or did someone win?,match_winner,Burkina Faso,results
Which team won the shootout between Kenya and Uganda?,shootout_winner,Kenya,shootouts
Who emerged as the winner in Italy vs Switzerland?,match_winner,Italy,results
Did Blas Pérez convert a penalty against Bolivia on 2016-06-06?,penalty_status,No,goalscorers
Who found the net for Belgium against Finland?,scorer,Odilon Polleunis,goalscorers
How many goals were there in the match between DR Congo and Morocco?,total_goals,3,results
How many goals did the home team Uruguay score against Paraguay?,home_team_score,3,results
Which team won the shootout between Chile and Argentina?,shootout_winner,Chile,shootouts
Was the match between Indonesia and Japan played at a neutral venue?,neutral_status,No,results
Did Sweden or Latvia win the match?,match_winner,Sweden,results
What was the total number of goals in Antigua and Barbuda versus Grenada?,total_goals,2,results
Was the goal scored by Artim Šakiri for North Macedonia a penalty?,penalty_status,No,goalscorers
In which minute did Javid George score in Dominica versus Jamaica?,goal_minute,83,goalscorers
Who scored for Iraq against United Arab Emirates?,scorer,Hussein Ali Al-Saedi,goalscorers
What competition was the match between Germany and Republic of Ireland played in?,tournament,Friendly,results
Which player scored for United Arab Emirates in the 2021-10-12 match against Iraq?,scorer,Ali Mabkhout,goalscorers
How did Paraguay vs Colombia finish?,match_score,Paraguay 2 - 1 Colombia,results
What was the away team's score in Uruguay versus Chile?,away_team_score,0,results
Which side took the opening penalty between Gibraltar and Åland Islands?,first_shooter,Unknown,shootouts
Which event included the match between Syria and South Korea?,tournament,FIFA World Cup qualification,results
Did Alejandro Cichero register an own goal in the match against Peru?,own_goal_status,No,goalscorers
When did Belize face El Salvador?,match_date,2011-01-16,results
When was the Copa América match between Ecuador and Bolivia held?,match_date,1947-11-30,results
What date did Sweden and Norway play each other?,match_date,1916-07-02,results
Did Aruba or Suriname win the match?,match_winner,Suriname,results
What was the location of Czechoslovakia versus Austria?,match_location,"Brno, Czechoslovakia",results
Which event included the match between Saint Lucia and United States Virgin Islands?,tournament,CFU Caribbean Cup qualification,results
What was the final score when United States played Mexico?,match_score,United States 2 - 0 Mexico,results
How many goals did the home team Saudi Arabia score while hosting United Arab Emirates?,home_team_score,2,results
